election,cycle,fecyear,bonica.rid,bonica.cid,name,lname,ffname,fname,mname,title,suffix,party,state,seat,district,distcyc,ico.status,cand.gender,recipient.cfscore,recipient.cfscore.dyn,contributor.cfscore,dwdime,dwnom1,dwnom2,ps.dwnom1,ps.dwnom2,irt.cfscore,composite.score,num.givers,num.givers.total,total.receipts,total.disbursements,total.indiv.contribs,total.unitemized,total.pac.contribs,total.party.contribs,total.contribs.from.candidate,ind.exp.support,ind.exp.oppose,prim.vote.pct,pwinner,gen.vote.pct,gwinner,s.elec.stat,r.elec.stat,district.pres.vs,fec.cand.status,recipient.type,igcat,comtype,ICPSR,ICPSR2,Cand.ID,FEC.ID,NID,before.switch.ICPSR,after.switch.ICPSR,party.orig,nimsp.party,nimsp.candidate.ICO.code,nimsp.district,nimsp.office,nimsp.candidate.status
fd2020,2020,2020,comm151334,,blue action south central austin,blue action south central austin,,,,,,328,TX,federal:committee,,,,,-1.065,-1.073,,,,,,,,,75,122,0,0,0,0,0,0,0,0,0,,,,,,,,,comm,,N,C007368352020,C00736835,C00736835,C00736835,,,,1,,,,,
fd2020,2020,2020,cand161310,4021267656,"westerman, bruce",westerman,bruce,bruce,,,,200,AR,federal:house,AR04,2020_AR_4,I,M,1.071,1.114,1.189,1.193,0.546,0.253,,,,3.128578216,1136,3947,1428508.39,1123311.93,609362.5,58586.04,748630.35,0,0,0,0,1,W,69.67,W,,,0.304,C,cand,,H,H4AR040482020,21563,H4AR04048,C00548180,N00035527,,,200,,,,,
fd2020,2020,2020,comm154696,,e pluribus pac,pluribus,,,e,,,328,AZ,federal:committee,,,,,-1.062,-1.062,,,,,,,,,373,373,417373.1,413327.33,307316.52,9597.58,0,0,0,106879,0,,,,,,,,,comm,,O,C007569732020,C00756973,C00756973,C00756973,,,,1,,,,,
fd2020,2020,2020,cand143041,105798153,"palmer, gary",palmer,gary,gary,,,,200,AL,federal:house,AL06,2020_AL_6,I,M,1.31,1.246,1.233,1.446,0.677,0.113,,,,3.59566346,436,2196,919678.33,921541.75,468075,1095,397600,0,0,0,0,1,W,97.13,W,,,0.322,C,cand,,H,H4AL060982020,21500,H4AL06098,C00551374,N00035691,,,200,,,,,
fd2020,2020,2020,comm154695,,the democratic senate action committee,the democratic senate action committee,,,,,,328,CA,federal:committee,,,,,-1.064,-1.064,,,,,,,,,527,545,64711.75,58672.42,31949.6,23249.88,0,0,0,12055.54,0,,,,,,,,,comm,,N,C007569652020,C00756965,C00756965,C00756965,,,,1,,,,,
fd2020,2020,2020,comm151331,,virginia convention delegates 2020,virginia convention delegates 2020,,,,,,328,VA,federal:committee,,,,,1.36,1.36,,,,,,,,,13,13,8179,8179,6040,2139,0,0,0,0,0,,,,,,,,,comm,,N,C007367932020,C00736793,C00736793,C00736793,,,,1,,,,,
fd2020,2020,2020,cand160406,101186770,"byrne, bradley roberts",byrne,bradley roberts,bradley,roberts,,,200,AL,federal:house,AL01,2020_AL_1,I,M,1.14,1.233,1.126,1.276,0.61,0.25,,,,3.265146239,2082,8014,544643.34,1619368.36,58650,1921,464813.2,0,0,0,0,,,,,,,0.357,C,cand,,H,H4AL011232020,21376,H4AL01123,C00545673,N00035380,,,200,,,,,
fd2020,2020,2020,comm151330,,where it s needed pac (win pac),where it s needed pac (win pac),,,,,,328,DC,federal:committee,,,,,-1.062,-1.062,,,,,,,,,657,969,91699.71,88372.31,60070.25,31629.46,0,0,0,0,0,,,,,,,,,comm,,N,C007367772020,C00736777,C00736777,C00736777,,,,1,,,,,
fd2020,2020,2020,cand45198,4134327186,"castro, joaquin",castro,joaquin,joaquin,,,,100,TX,federal:house,TX20,2020_TX_20,I,M,-0.696,-0.941,-0.591,-1.12,-0.398,-0.124,,,,-2.834842332,3178,10244,705568.45,718441.75,245307.03,149689,294600,0,0,2394.44,0,0.9211,W,64.67,W,,,0.647,C,cand,,H,H2TX350112020,21362,H2TX35011,C00497933,N00033316,,,100,,,,,
fd2020,2020,2020,cand111765,5E+15,"caraway, barbara len mallory",caraway,barbara len mallory,barbara,len mallory,,,100,TX,federal:house,TX30,2020_TX_30,C,F,0.31,-0.132,0.194,-0.476,,,,,,-0.947488847,5,562,10149,10107.06,1700,2004,0,0,0,0,0,0.1255,L,,,,,0.809,C,cand,,H,H2TX300792020,TX7992,H2TX30079,C00501924,N00033544,,,100,,,,,
fd2020,2020,2020,cand42792,3757332111,"bentivolio, kerry",bentivolio,kerry,kerry,,,,200,MI,federal:house,MI11,2020_MI_11,O,M,1.288,1.458,1.364,1.586,0.723,-0.319,,,,3.637859424,81,780,134789.74,135443.57,61078.21,22623.98,0,0,0,0,0,0.2162,L,,,,,0.523,C,cand,,H,H2MI111332020,21336,H2MI11133,C00656033,N00033625,,,200,,,,,
fd2020,2020,2020,cand560,2985998321,"hoyer, steny",hoyer,steny,steny,,,,100,MD,federal:house,MD05,2020_MD_5,I,M,-0.48,-0.456,-0.668,-1.094,-0.381,0.122,-0.383,0.155,-0.517,-2.334244699,2130,13409,4608825.11,4363890.74,1177019.66,31587.8,2804040,51.86,0,0,0,0.6441,W,68.75,W,,,0.698,C,cand,,H,148732020,14873,H2MD05155,C00140715,N00001821,,,100,,,,,
fd2020,2020,2020,cand150558,36182882800,"kennedy, joseph p iii",kennedy,joseph p,joseph,p,,iii,100,MA,federal:house,MA01,2020_MA_1,I,M,-0.795,-0.78,-0.723,-1.165,-0.421,-0.206,,,,-3.022748295,19909,41086,22801668.9,31122046.42,15214449.2,1873737.3,1444865.56,0,3010000,3449382.85,5986.13,,,,,,,0.623,C,cand,,H,H2MA040732020,21335,H2MA04073,C00512970,N00034044,,,100,,,,,
fd2020,2020,2020,cand42011,5.00001E+15,"bustos, cheri",bustos,cheri,cheri,,,,100,IL,federal:house,IL17,2020_IL_17,I,F,-0.871,-0.863,-0.79,-0.778,-0.239,0.054,,,,-2.236170577,12349,30048,5063556.19,6479373.11,1899870.65,622666,2349415.47,10529.54,0,9989.74,0,0.9967,W,52.02,W,,,0.492,C,cand,,H,H2IL170712020,21329,H2IL17071,C00498568,N00033390,,,100,,,,,
fd2020,2020,2020,comm154693,,texas organizing project political action committee,texas organizing project political action committee,,,,,,328,TX,federal:committee,,,,,-0.998,-1.036,,,,,,,,,561,3639,2392220.31,1933930.94,16200,6860,0,0,0,1269977.32,0,,,,,,,,,comm,,V,C007569402020,C00756940,C00756940,C00756940,,,,1,,,,,
fd2020,2020,2020,cand168991,3820446011,"king, steve",king,steve,steve,,,,200,IA,federal:house,IA04,2020_IA_4,I,M,1.443,1.562,1.501,1.391,0.613,0.171,0.583,-0.184,1.278,3.465487335,655,6549,391616.03,409757.27,214435,159665.07,15520,60,0,17819.25,4662.48,0.3583,L,,,,,0.363,C,cand,,H,203252020,20325,H2IA05072,C00373563,N00025237,,,200,,,,,
fd2020,2020,2020,cand164988,5E+15,"frankel, lois j",frankel,lois j,lois,j,,,100,FL,federal:house,FL21,2020_FL_21,I,F,-0.618,-0.685,-0.635,-1.103,-0.397,-0.026,,,,-2.775944169,3151,21743,1556088.5,1330992.97,877420.56,136612.73,530637.86,0,0,33813.89,2456.4,0.8598,W,59.02,W,,,0.586,C,cand,,H,H2FL140532020,21321,H2FL14053,C00494856,N00002893,,,100,,,,,
fd2020,2020,2020,cand41469,5E+15,"schneider, jan",schneider,jan,jan,,,,100,FL,federal:house,FL16,2020_FL_16,C,F,-0.878,-0.961,-0.876,-0.795,,,,,,-2.507409148,5,861,2300,0,2300,0,0,0,0,0,0,,,,,,,0.459,C,cand,,H,H2FL131392020,H2FL13139,H2FL13139,C00447474,N00025314,,,100,,,,,
fd2020,2020,2020,cand215851,4136341013,"demings, valdez val",demings,valdez val,valdez,val,,,100,FL,federal:house,FL10,2020_FL_10,I,F,-0.891,-0.614,-0.775,-0.926,-0.322,-0.006,,,,-2.724834852,3239,568851,1883240.22,1198213.25,930083.33,166975.35,777840,0,0,60644.23,0,1,W,63.61,W,,,0.626,C,cand,,H,H2FL080632020,21713,H2FL08063,C00590489,N00033449,,,100,,,,,
fd2020,2020,2020,cand41398,4271456637,"yoho, theodore scott",yoho,theodore scott,theodore,scott,,,200,FL,federal:house,FL03,2020_FL_3,I,M,1.189,0.897,1.325,1.661,0.704,-0.365,,,,3.463915792,77,1721,93238.61,304518.22,41625,1379,46947.77,0,0,0,0,,,,,,,0.433,C,cand,,H,H2FL061092020,21317,H2FL06109,C00494583,N00033220,,,200,,,,,
fd2020,2020,2020,comm151326,,american freedom fund,american freedom fund,,,,,,328,TX,federal:committee,,,,,-0.018,0.518,,,,,,,,,10,16,299750,266810,298750,0,1000,0,0,50000,0,,,,,,,,,comm,,O,C007367442020,C00736744,C00736744,C00736744,,,,1,,,,,
fd2020,2020,2020,cand971,29105822647,"courtney, joseph d",courtney,joseph d,joseph,d,,,100,CT,federal:house,CT02,2020_CT_2,I,M,-0.84,-0.808,-0.769,-0.963,-0.337,0.04,-0.36,0.014,-1.021,-2.558288804,764,7955,967876.68,1002505.23,265238.23,98418.23,587250,0,105.1,0,0,0.001,W,56.43,W,,,0.556,C,cand,,H,207062020,20706,H2CT02112,C00410233,N00024842,,,100,,,,,
fd2020,2020,2020,cand41113,4635040328,"peters, scott",peters,scott,scott,,,,100,CA,federal:house,CA52,2020_CA_52,I,M,-0.834,-0.829,-0.761,-0.801,-0.193,-0.031,,,,-2.035670698,1814,13289,1940163.42,2160221.77,562623.99,86162.74,1210670.04,80.94,20555.2,67000,0,0.4912,W,61.58,W,,,0.65,C,cand,,H,H2CA520892020,21315,H2CA52089,C00503110,N00033591,,,100,,,,,
fd2020,2020,2020,cand41075,5301795171,"vargas, juan carlos",vargas,juan carlos,juan,carlos,,,100,CA,federal:house,CA51,2020_CA_51,I,M,-0.115,-0.209,-0.23,-1.114,-0.396,0.024,,,,-2.375711527,381,4978,799734.22,801670.85,141600,1864.24,614500,0,0,0,0,0.7136,W,68.3,W,,,0.684,C,cand,,H,H2CA500262020,21314,H2CA50026,C00497321,N00007021,,,100,,,,,
fd2020,2020,2020,comm154689,,preserve america pac,preserve america pac,,,,,,328,VA,federal:committee,,,,,1.389,1.389,,,,,,,,,271,271,105322042.4,104430333.7,105309925,12117.41,0,0,0,102983483.9,0,,,,,,,,,comm,,O,C007568822020,C00756882,C00756882,C00756882,,,,1,,,,,
fd2020,2020,2020,cand145453,4172391272,"takano, mark",takano,mark,mark,,,,100,CA,federal:house,CA41,2020_CA_41,I,M,-0.922,-0.932,-0.875,-1.253,-0.46,-0.327,,,,-3.299958292,1273,12174,1033949.78,962988.6,612350.2,72508.18,347364.11,0,0,0,0,0.5076,W,64.03,W,,,0.631,C,cand,,H,H2CA432452020,21312,H2CA43245,C00498667,N00006701,,,100,,,,,
fd2020,2020,2020,cand40871,26511794859,"ruiz, raul",ruiz,raul,raul,,,,100,CA,federal:house,CA36,2020_CA_36,I,M,-0.828,-0.867,-0.857,-0.856,-0.258,0.047,,,,-2.354490957,6417,22117,2467107.76,1796926.6,1081308.14,379039.7,968325,0,0,0,0,0.6051,W,60.34,W,,,0.569,C,cand,,H,H2CA364392020,21311,H2CA36439,C00502575,N00033510,,,100,,,,,
fd2020,2020,2020,cand1256,5E+15,"roybal allard, lucille",roybal allard,lucille,lucille,,,,100,CA,federal:house,CA40,2020_CA_40,I,F,-0.567,-0.684,-0.672,-1.337,-0.469,-0.171,-0.399,-0.107,-0.832,-2.69074618,369,2427,749181.71,750770.04,203050,4296.34,521210.61,0,0,0,0,0.5072,W,72.74,W,,,0.789,C,cand,,H,293172020,29317,H2CA33048,C00259143,N00006671,,,100,,,,,
fd2020,2020,2020,comm151321,,committee to protect medicare pac,committee to protect medicare pac,,,,,,328,IL,federal:committee,,,,,-1.041,-1.041,,,,,,,,,29649,32832,2111498.31,2024973.98,354639.62,1395676.69,360000,0,0,1242037.16,0,,,,,,,,,comm,,O,C007366372020,C00736637,C00736637,C00736637,,,,1,,,,,
fd2020,2020,2020,cand40779,26983471228,"aguilar, pete",aguilar,pete,pete,,,,100,CA,federal:house,CA31,2020_CA_31,I,M,-0.781,-0.888,-0.871,-0.966,-0.321,0.142,,,,-2.376154731,10485,33500,2529487.62,1915174.22,825039.44,541021.15,1090524.5,0,0,0,0,0.6215,W,61.29,W,,,0.602,C,cand,,H,H2CA311252020,21506,H2CA31125,C00510461,N00033997,,,100,,,,,
fd2020,2020,2020,cand160651,3816420382,"cardenas, tony",cardenas,tony,tony,,,,100,CA,federal:house,CA29,2020_CA_29,I,M,-0.467,-0.47,-0.637,-1.15,-0.39,-0.046,,,,-2.278535686,1008,7659,1425670.39,1219560.98,405042,12746.12,1007850,32.27,0,0,0,0.5853,W,56.61,W,,,0.758,C,cand,,H,H2CA281132020,21309,H2CA28113,C00498873,N00033373,,,100,,,,,
fd2020,2020,2020,comm154684,,new deal america pac,new deal america pac,,,,,,328,DC,federal:committee,,,,,-1.173,-1.198,,,,,,,,,8,28,1095.81,693.01,665.95,429.86,0,0,0,0,0,,,,,,,,,comm,,V,C007568412020,C00756841,C00756841,C00756841,,,,1,,,,,
fd2020,2020,2020,cand40621,4136340694,"valadao, david",valadao,david,david,,,,200,CA,federal:house,CA21,2020_CA_21,I,M,1.086,1.254,1.145,0.579,0.258,0.438,,,,2.210874021,4728,11286,4095745.97,4018834.44,2203490.08,647335.06,629109,15000,0,0,7015302.8,0.4973,W,50.45,W,,,0.556,C,cand,,H,H2CA200942020,21307,H2CA20094,C00499392,N00033367,,,200,,,,,
fd2020,2020,2020,cand40569,3784675882,"swalwell, eric michael",swalwell,eric michael,eric,michael,,,100,CA,federal:house,CA15,2020_CA_15,I,M,-0.844,-0.876,-0.415,-1.102,-0.355,-0.047,,,,-2.781586461,7962,28554,2942935.7,4113000.86,1899884.93,410204.9,521650,0,0,0,0,0.5904,W,70.9,W,,,0.73,C,cand,,H,H2CA150942020,21306,H2CA15094,C00502294,N00033508,,,100,,,,,
fd2020,2020,2020,comm151316,,rise up fund,rise up fund,,,,,,328,CA,federal:committee,,,,,-0.842,-0.842,,,,,,,,,21,21,5631,5631,4970,661,0,0,0,0,0,,,,,,,,,comm,,O,C007364702020,C00736470,C00736470,C00736470,,,,1,,,,,
fd2020,2020,2020,cand28694,3816417427,"cook, paul",cook,paul,paul,,,,200,CA,federal:house,CA08,2020_CA_8,I,M,0.339,0.132,0.455,0.559,0.372,0.208,,,,1.568508595,222,1976,347752.66,484891.11,141751.89,6138,195500,0,0,0,0,,,,,,,0.447,C,cand,,H,H2CA081642020,21305,H2CA08164,C00512202,N00034224,,,200,,,,,
fd2020,2020,2020,comm151315,,eoincallan4congress.com,eoincallan4congress.com,,,,,,200,PA,federal:committee,,,,,1.578,1.578,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,,,,,,,,,comm,,H,C007364392020,C00736439,C00736439,C00736439,,,,200,,,,,
fd2020,2020,2020,cand40450,3818418629,"huffman, jared",huffman,jared,jared,,,,100,CA,federal:house,CA02,2020_CA_2,I,M,-0.933,-0.946,-0.931,-1.287,-0.431,-0.512,,,,-3.350235125,1115,5120,923478.05,821812.64,479613.97,55707.59,377125,0,0,0,0,0.6769,W,75.74,W,,,0.755,C,cand,,H,H2CA062592020,21303,H2CA06259,C00536680,N00033030,,,100,,,,,
fd2020,2020,2020,comm154682,,delivers pac,delivers pac,,,,,,328,DC,federal:committee,,,,,1.107,1.427,,,,,,,,,6,73,22150,22077.35,12000,150,10000,0,0,0,0,,,,,,,,,comm,,N,C007568252020,C00756825,C00756825,C00756825,,,,1,,,,,
fd2020,2020,2020,cand28663,4123332079,"lamalfa, doug",lamalfa,doug,doug,,,,200,CA,federal:house,CA01,2020_CA_1,I,M,0.992,1.098,1.098,1.134,0.541,0.01,,,,2.955763849,752,4379,1243064.68,1179453.85,643115.15,49013,411259.52,4000,0,0,0,0.5464,W,56.99,W,,,0.422,C,cand,,H,H2CA021422020,21302,H2CA02142,C00509422,N00033987,,,200,,,,,
fd2020,2020,2020,comm154681,,voteblue,voteblue,,,,,,328,WA,federal:committee,,,,,-0.92,-0.88,,,,,,,,,113,281,11075,910.07,4500,6575,0,0,0,0,0,,,,,,,,,comm,,O,C007567912020,C00756791,C00756791,C00756791,,,,1,,,,,
fd2020,2020,2020,cand869,3928824448,"rogers, michael",rogers,michael,michael,,,,200,AL,federal:house,AL03,2020_AL_3,I,M,1.039,1.097,1.185,0.942,0.379,0.377,0.52,0.388,1.047,2.413754467,662,6119,1202888.07,1228340.4,438054,5315,744733.7,8000,0,0,0,1,W,67.46,W,,,0.34,C,cand,,H,203012020,20301,H2AL03032,C00367862,N00024759,,,200,,,,,
fd2020,2020,2020,comm154680,,latino families forward,latino families forward,,,,,,328,DC,federal:committee,,,,,-1.076,-1.074,,,,,,,,,126,130,32110,22204.34,24900,3660,0,0,0,0,0,,,,,,,,,comm,,V,C007567832020,C00756783,C00756783,C00756783,,,,1,,,,,
fd2020,2020,2020,comm151303,,trusted conservatives,trusted conservatives,,,,,,328,FL,federal:committee,,,,,0.822,0.822,,,,,,,,,7,7,345976,345976,238520,0,107456,0,0,82024.9,0,,,,,,,,,comm,,O,C007361572020,C00736157,C00736157,C00736157,,,,1,,,,,
fd2020,2020,2020,comm151305,,seckinger for senate,seckinger for senate,,,,,,100,MT,federal:committee,,,,,-1.073,-1.073,,,,,,,,,14,14,0,0,0,0,0,0,0,0,0,,,,,,,,,comm,,S,C007362152020,C00736215,C00736215,C00736215,,,,100,,,,,
fd2020,2020,2020,cand39745,2956992226,"taylor, scott w",taylor,scott w,scott,w,,,200,VA,federal:house,VA02,2020_VA_2,I,M,1.293,1.331,1.364,0.972,0.456,0.021,,,,2.777905062,7312,9832,2517871,2511988.95,1340923.05,684440.2,267000,5000,2385.02,0,1856706.97,0.4849,W,45.81,L,,,0.524,C,cand,,H,H0VA021182020,21748,H0VA02118,C00608703,N00031263,,,200,,,,,
fd2020,2020,2020,cand38833,4037279859,"robinson, art",robinson,art,art,,,,200,OR,federal:house,OR04,2020_OR_4,O,M,1.44,1.504,1.428,1.713,,,,,,4.027741007,143,1934,58442.97,103904.72,34040,24402.97,0,0,0,0,0,,,,,,,0.521,C,cand,,H,H0OR040812020,H0OR04081,H0OR04081,C00481341,N00032006,,,200,REPUBLICAN,,,senate,
fd2020,2020,2020,cand1133,36862638658,"huizenga, william p",huizenga,william p,william,p,,,200,MI,federal:house,MI02,2020_MI_2,I,M,1.159,1.207,1.234,1.165,0.533,0.043,,,,2.925524434,1383,5457,2211927.61,1920126.16,693628.5,41576.92,1127364.71,0,0,0,0,1,W,59.2,W,,,0.44,C,cand,,H,H0MI020942020,21142,H0MI02094,C00459297,N00030673,,,200,,,,,
fd2020,2020,2020,cand1023,2294650316,"scalise, steve",scalise,steve,steve,,,,200,LA,federal:house,LA01,2020_LA_1,I,M,1.266,1.335,1.19,1.227,0.558,0.17,0.577,0.298,1.254,3.29547884,122920,157400,38160641.59,33728421.42,14583198.51,13009776.24,60950,0,0,0,0,0.001,W,72.21,W,,,0.307,C,cand,,H,207592020,20759,H0LA01087,C00394957,N00009660,,,200,,,,,
fd2020,2020,2020,cand36826,4068295384,"barr, garland andy",barr,garland andy,garland,andy,,,200,KY,federal:house,KY06,2020_KY_6,I,M,1.036,1.041,1.05,1.075,0.486,0.3,,,,2.624470221,3064,13109,4611245.23,4391220.43,1829441.31,201578.89,2001103.92,0,0,0,249295.72,0.9074,W,57.33,W,,,0.454,C,cand,,H,H0KY061042020,21333,H0KY06104,C00467571,N00031233,,,200,,,,,
fd2020,2020,2020,cand1119,4067305874,"kinzinger, adam",kinzinger,adam,adam,,,,200,IL,federal:house,IL16,2020_IL_16,I,M,0.63,0.879,0.98,0.512,0.234,0.382,,,,1.404081236,1068,7833,2115266.99,1598081.23,556976.77,95787.51,422527.32,0,0,89554,0,1,W,64.71,W,,,0.418,C,cand,,H,H0IL110522020,21128,H0IL11052,C00458877,N00030667,,,200,,,,,
fd2020,2020,2020,comm154675,,mercer county democrat committee,mercer county democrat committee,,,,,,100,PA,federal:committee,,,,,-1.223,-1.22,,,,,,,,,24,25,18143.09,27810.69,7270.61,4034.54,4149.73,2238.21,0,0,0,,,,,,,,,comm,,X,C007567422020,C00756742,C00756742,C00756742,,,,100,,,,,
fd2020,2020,2020,cand1086,4599006646,"deutch, theodore eliot",deutch,theodore eliot,theodore,eliot,,,100,FL,federal:house,FL22,2020_FL_22,I,M,-0.316,-0.371,-0.522,-1.066,-0.401,-0.078,,,,-2.399406789,1419,5568,1382551.43,1283607.07,1033950.5,39486.07,294597,982.45,0,12205.49,0,1,W,58.6,W,,,0.574,C,cand,,H,H0FL190802020,20959,H0FL19080,C00469163,N00031317,,,100,,,,,
fd2020,2020,2020,comm154674,,choose democracy,choose democracy,,,,,,328,DC,federal:committee,,,,,-1.229,-1.23,,,,,,,,,88,98,151124.05,62842.24,122966.16,28157.89,0,0,0,0,0,,,,,,,,,comm,,O,C007567342020,C00756734,C00756734,C00756734,,,,1,,,,,
fd2020,2020,2020,cand1107,4021267389,"webster, daniel",webster,daniel,daniel,,,,200,FL,federal:house,FL11,2020_FL_11,I,M,1.148,1.296,1.211,1.151,0.522,-0.077,,,,2.825724753,996,5221,692898.61,588603.55,374885,129338.94,188566.93,0,0,0,0,1,W,66.72,W,,,0.341,C,cand,,H,H0FL082082020,21116,H0FL08208,C00481911,N00026335,,,200,,,,,
fd2020,2020,2020,comm154673,,"nextgen conservatives pac, inc.",nextgen conservatives pac,inc.,inc.,,,,328,FL,federal:committee,,,,F,1.54,1.557,,,,,,,,,8,167,25799.84,23832.14,9500,16297.5,0,0,0,0,0,,,,,,,,,comm,,V,C007567262020,C00756726,C00756726,C00756726,,,,1,,,,,
fd2020,2020,2020,cand35791,5E+15,"norton, eleanor holmes",norton,eleanor holmes,eleanor,holmes,,,100,DC,federal:house,DC01,2020_DC_1,I,F,-0.693,-0.711,-0.734,-1.35,-0.491,-0.114,,,,-2.88181553,267,2480,387488.98,359424.69,82675,3513.98,301300,0,0,0,0,0.9802,W,86.3,W,,,,C,cand,,H,H0DC000582020,21993,H0DC00058,C00244335,N00001692,,,100,,,,,
fd2020,2020,2020,comm151294,,popular democracy pac,popular democracy pac,,,,,,328,CA,federal:committee,,,,,-1.122,-1.127,,,,,,,,,359,377,973995.41,921605.96,801589.2,14406.21,158000,0,0,700057.95,0,,,,,,,,,comm,,V,C007360092020,C00736009,C00736009,C00736009,,,,1,,,,,
fd2020,2020,2020,cand1101,5E+15,"bass, karen",bass,karen,karen,,,,100,CA,federal:house,CA37,2020_CA_37,I,F,-0.905,-0.939,-0.832,-1.46,-0.584,-0.098,,,,-3.613467601,1339,6938,2233947.37,1220422.5,746340.51,33181.87,836471.99,0,0,0,0,0.8814,W,85.94,W,,,0.859,C,cand,,H,H0CA331172020,21110,H0CA33117,C00476523,N00031877,,,100,,,,,
fd2020,2020,2020,comm151291,,valor project,valor project,,,,,,328,GA,federal:committee,,,,,1.072,1.019,,,,,,,,,15,41,374200,248221.89,374200,0,0,0,0,100000,0,,,,,,,,,comm,,O,C007358942020,C00735894,C00735894,C00735894,,,,1,,,,,
fd2020,2020,2020,cand1100,3818434591,"denham, jeff",denham,jeff,jeff,,,,200,CA,federal:house,CA10,2020_CA_10,C,M,0.889,0.956,0.986,0.646,0.306,0.212,,,,2.036651473,55,7782,50130.59,103992.85,2500,133.9,0,0,0,0,0,,,,,,,0.515,C,cand,,H,H0CA191732020,21109,H0CA19173,C00473272,N00031593,,,200,,,,,
fd2020,2020,2020,cand160825,3995189635,"desaulnier, mark",desaulnier,mark,mark,,,,100,CA,federal:house,CA11,2020_CA_11,I,M,-0.781,-0.857,-0.86,-1.315,-0.512,-0.364,,,,-3.492085942,859,4233,612404.28,442546.73,163465.59,46151.66,402277,0,0,0,0,0.712,W,72.99,W,,,0.759,C,cand,,H,H0CA100732020,21504,H0CA10073,C00554709,N00030709,,,100,,,,,
fd2020,2020,2020,comm154671,,"usa vote for freedom organization super pac, inc",usa vote for freedom organization super pac,inc,inc,,,,328,OK,federal:committee,,,,,1.367,,,,,,,,,,3,8,2579.29,2247.66,2279.98,299.31,0,0,0,0,0,,,,,,,,,comm,,O,C007566842020,C00756684,C00756684,C00756684,,,,1,,,,,
fd2020,2020,2020,comm151287,,lone star forward,lone star forward,,,,,,328,TX,federal:committee,,,,,-1.18,-1.18,,,,,,,,,19,20,275510,275432,275250,260,0,0,0,255200,0,,,,,,,,,comm,,O,C007358292020,C00735829,C00735829,C00735829,,,,1,,,,,
fd2020,2020,2020,comm151289,,drew 2020,ew 2020,,,, dr,,100,LA,federal:committee,,,,,-1.115,-1.115,,,,,,,,,24,24,0,0,0,0,0,0,0,0,0,,,,,,,,,comm,,S,C007358452020,C00735845,C00735845,C00735845,,,,100,,,,,
fd2020,2020,2020,cand147684,6066192528,"frame, sean colin",frame,sean colin,sean,colin,,,100,CA,federal:house,CA04,2020_CA_4,C,M,-1.083,-1.098,-1.083,-1.228,,,,,,-3.29531442,870,14114,158712.89,154873.61,93998.22,53738.96,0,0,0,0,0,,,,,,,0.45,C,cand,,H,H0CA041672020,H0CA04167,H0CA04167,C00691790,NH0CA04167,,,100,,,,,
fd2020,2020,2020,cand35060,5E+15,"bera, amerish",bera,amerish,amerish,,,,100,CA,federal:house,CA07,2020_CA_7,I,M,-0.928,-0.885,-0.916,-0.809,-0.245,0.011,,,,-2.402935614,2505,17153,1830740.69,1126435.93,816651.93,144286.71,864309.23,70.53,0,0,0,0.5032,W,56.62,W,,,0.57,C,cand,,H,H0CA030782020,21304,H0CA03078,C00461061,N00030717,,,100,,,,,
fd2020,2020,2020,comm154670,,fund our police pac,fund our police pac,,,,,,328,OH,federal:committee,,,,,1.422,1.4,,,,,,,,,4,5,8500.07,6003.38,5750,2750.07,0,0,0,0,0,,,,,,,,,comm,,N,C007566762020,C00756676,C00756676,C00756676,,,,1,,,,,
fd2020,2020,2020,cand1099,4185397319,"womack, steve",womack,steve,steve,,,,200,AR,federal:house,AR03,2020_AR_3,I,M,0.949,1.031,1.189,0.827,0.348,0.636,,,,2.269084688,638,3797,1128158.85,924120.94,484990,63990,568221.3,0,0,0,0,1,W,64.31,W,,,0.363,C,cand,,H,H0AR030552020,21108,H0AR03055,C00477745,N00031857,,,200,,,,,
fd2020,2020,2020,cand1097,33014106360,"crawford, eric alan rick",crawford,eric alan rick,eric,alan rick,,,200,AR,federal:house,AR01,2020_AR_1,I,M,1.033,1.022,,0.918,0.46,0.309,,,,2.60905782,686,3387,966801.25,1095517.53,367990,37303.4,556335.62,100,0,0,0,1,W,100,W,,,0.288,C,cand,,H,H0AR010832020,21106,H0AR01083,C00462374,N00030770,,,200,,,,,
fd2020,2020,2020,comm151283,,knock for democracy,knock for democracy,,,,,,328,NY,federal:committee,,,,,-0.991,-1.016,,,,,,,,,116,1495,40753.44,27790.58,31155.48,9574.69,0,0,0,0,0,,,,,,,,,comm,,N,C007357382020,C00735738,C00735738,C00735738,,,,1,,,,,
fd2020,2020,2020,cand1093,5E+15,"sewell, terri a",sewell,terri a,terri,a,,,100,AL,federal:house,AL07,2020_AL_7,I,F,-0.373,-0.327,-0.667,-1.094,-0.401,0.393,,,,-2.071229421,1565,7848,2171039.72,1498831.85,379899,27663.27,1760802.74,0,0,0,0,1,W,97.16,W,,,0.713,C,cand,,H,H0AL070862020,21102,H0AL07086,C00458976,N00030622,,,100,,,,,
fd2020,2020,2020,comm154667,,heroes pac inc.,heroes pac inc.,,,,,,328,DE,federal:committee,,,,,0.978,0.877,,,,,,,,,22,29,127700,84397.69,127300,400,0,0,0,60850,0,,,,,,,,,comm,,O,C007566432020,C00756643,C00756643,C00756643,,,,1,,,,,
