senator_1,senator_2,wins_senator_1,wins_senator_2,n_repeats
Chris Van Hollen,Rand Paul,0.0,2.0,2
Chris Van Hollen,John Hoeven,0.0,2.0,2
Chris Van Hollen,Mike Lee,0.0,2.0,2
Chris Van Hollen,Ronald Harold Johnson,2.0,0.0,2
Chris Van Hollen,Brian Schatz,0.0,2.0,2
Chris Van Hollen,Angus Stanley Jr King,2.0,0.0,2
Chris Van Hollen,Elizabeth Warren,2.0,0.0,2
Chris Van Hollen,Debra S Fischer,0.0,2.0,2
Chris Van Hollen,Rafael Edward Ted Cruz,0.0,2.0,2
Chris Van Hollen,Timothy Michael Kaine,0.0,2.0,2
Chris Van Hollen,Cory A Booker,2.0,0.0,2
Chris Van Hollen,Dan Sullivan,0.0,2.0,2
Chris Van Hollen,David Perdue,0.0,2.0,2
Chris Van Hollen,Joni K Ernst,0.0,2.0,2
Chris Van Hollen,Benjamin E Sasse,1.0,1.0,2
Chris Van Hollen,Thom R Tillis,0.0,2.0,2
Chris Van Hollen,Mike Rounds,0.0,2.0,2
Chris Van Hollen,Catherine Cortez Masto,0.0,2.0,2
Chris Van Hollen,Kamala D Harris,0.0,2.0,2
Chris Van Hollen,John Neely Kennedy,2.0,0.0,2
Chris Van Hollen,Doug Jones,0.0,2.0,2
Chris Van Hollen,Tina Flint Smith,1.0,1.0,2
Chris Van Hollen,Cindy Hyde Smith,0.0,2.0,2
Chris Van Hollen,Mike Braun,0.0,2.0,2
Chris Van Hollen,Joshua David Hawley,0.0,2.0,2
Chris Van Hollen,Mitt Willard Romney,0.0,2.0,2
Chris Van Hollen,Rick Scott,0.0,2.0,2
Chris Van Hollen,Kelly Loeffler,0.0,2.0,2
Chris Van Hollen,Mark Kelly,1.0,1.0,2
Chris Van Hollen,Dianne Feinstein,1.0,1.0,2
Chris Van Hollen,Patty Murray,0.0,2.0,2
Chris Van Hollen,Susan M Collins,0.0,2.0,2
Chris Van Hollen,Michael B Enzi,0.0,2.0,2
Chris Van Hollen,Richard C Shelby,0.0,2.0,2
Marsha Blackburn,Christopher S Murphy,2.0,0.0,2
Marsha Blackburn,Mazie Hirono,0.0,2.0,2
Marsha Blackburn,Kirsten Elizabeth Gillibrand,2.0,0.0,2
Marsha Blackburn,William M Cassidy,2.0,0.0,2
Marsha Blackburn,Gary Peters,0.0,2.0,2
Marsha Blackburn,Martin Trevor Heinrich,2.0,0.0,2
Marsha Blackburn,Cory Gardner,2.0,0.0,2
Marsha Blackburn,Todd Christopher Young,0.0,2.0,2
Marsha Blackburn,James Paul Lankford,2.0,0.0,2
Marsha Blackburn,Timothy E Scott,2.0,0.0,2
Marsha Blackburn,Kyrsten Sinema,0.0,2.0,2
Marsha Blackburn,Thomas Cotton,0.0,2.0,2
Marsha Blackburn,L Tammy Duckworth,2.0,0.0,2
Marsha Blackburn,Steven Daines,2.0,0.0,2
Marsha Blackburn,Kevin Cramer,2.0,0.0,2
Marsha Blackburn,Martha Mcsally,2.0,0.0,2
Marsha Blackburn,Jacky Rosen,0.0,2.0,2
Marsha Blackburn,John F Reed,0.0,2.0,2
Marsha Blackburn,Bernard Sanders,0.0,2.0,2
Marsha Blackburn,Michael Crapo,2.0,0.0,2
Marsha Blackburn,Robert Menendez,2.0,0.0,2
Marsha Blackburn,Rob Portman,2.0,0.0,2
Marsha Blackburn,Sherrod Brown,2.0,0.0,2
Marsha Blackburn,Roger F Wicker,2.0,0.0,2
Marsha Blackburn,Richard M Burr,2.0,0.0,2
Marsha Blackburn,Lindsey O Graham,0.0,2.0,2
Marsha Blackburn,Jerry Moran,2.0,0.0,2
Marsha Blackburn,Debbie Stabenow,0.0,2.0,2
Marsha Blackburn,Roy Blunt,2.0,0.0,2
Marsha Blackburn,John Thune,2.0,0.0,2
Marsha Blackburn,John Hardy Isakson,2.0,0.0,2
Marsha Blackburn,Tom Udall,0.0,2.0,2
Marsha Blackburn,Patrick Joseph Toomey,2.0,0.0,2
Marsha Blackburn,Tammy Baldwin,2.0,0.0,2
Marsha Blackburn,Maria Cantwell,0.0,2.0,2
Marsha Blackburn,Lisa Murkowski,2.0,0.0,2
Marsha Blackburn,Lamar Alexander,2.0,0.0,2
Marsha Blackburn,John Cornyn,2.0,0.0,2
Marsha Blackburn,Amy Klobuchar,0.0,2.0,2
Marsha Blackburn,Jon Tester,0.0,2.0,2
Marsha Blackburn,Robert P Jr Casey,2.0,0.0,2
Marsha Blackburn,Sheldon II Whitehouse,2.0,0.0,2
Marsha Blackburn,John A Barrasso,0.0,2.0,2
Marsha Blackburn,James E Risch,2.0,0.0,2
Marsha Blackburn,Jeanne Shaheen,0.0,2.0,2
Marsha Blackburn,Jeffrey Alan Merkley,2.0,0.0,2
Marsha Blackburn,Mark Robert Warner,2.0,0.0,2
Marsha Blackburn,Michael F Bennet,2.0,0.0,2
Marsha Blackburn,Joe Manchin III,0.0,2.0,2
Marsha Blackburn,Christopher A Coons,2.0,0.0,2
Marsha Blackburn,Richard Blumenthal,2.0,0.0,2
Marsha Blackburn,Marco Rubio,2.0,0.0,2
Marsha Blackburn,Rand Paul,0.0,2.0,2
Marsha Blackburn,John Hoeven,2.0,0.0,2
Marsha Blackburn,Mike Lee,2.0,0.0,2
Marsha Blackburn,Ronald Harold Johnson,0.0,2.0,2
Marsha Blackburn,Brian Schatz,0.0,2.0,2
Marsha Blackburn,Angus Stanley Jr King,2.0,0.0,2
Marsha Blackburn,Elizabeth Warren,1.0,1.0,2
Marsha Blackburn,Debra S Fischer,2.0,0.0,2
Marsha Blackburn,Rafael Edward Ted Cruz,0.0,2.0,2
Marsha Blackburn,Timothy Michael Kaine,2.0,0.0,2
Marsha Blackburn,Cory A Booker,0.0,2.0,2
Marsha Blackburn,Dan Sullivan,2.0,0.0,2
Marsha Blackburn,David Perdue,2.0,0.0,2
Marsha Blackburn,Joni K Ernst,2.0,0.0,2
Marsha Blackburn,Benjamin E Sasse,2.0,0.0,2
Marsha Blackburn,Thom R Tillis,2.0,0.0,2
Marsha Blackburn,Mike Rounds,2.0,0.0,2
Marsha Blackburn,Catherine Cortez Masto,2.0,0.0,2
Marsha Blackburn,Kamala D Harris,2.0,0.0,2
Marsha Blackburn,John Neely Kennedy,2.0,0.0,2
Marsha Blackburn,Doug Jones,0.0,2.0,2
Marsha Blackburn,Tina Flint Smith,1.0,1.0,2
Marsha Blackburn,Cindy Hyde Smith,2.0,0.0,2
Marsha Blackburn,Mike Braun,2.0,0.0,2
Marsha Blackburn,Joshua David Hawley,0.0,2.0,2
Marsha Blackburn,Mitt Willard Romney,2.0,0.0,2
Marsha Blackburn,Rick Scott,2.0,0.0,2
Marsha Blackburn,Kelly Loeffler,2.0,0.0,2
Marsha Blackburn,Mark Kelly,0.0,2.0,2
Marsha Blackburn,Dianne Feinstein,1.0,1.0,2
Marsha Blackburn,Patty Murray,2.0,0.0,2
Marsha Blackburn,Susan M Collins,2.0,0.0,2
Marsha Blackburn,Michael B Enzi,2.0,0.0,2
Marsha Blackburn,Richard C Shelby,2.0,0.0,2
Christopher S Murphy,Mazie Hirono,2.0,0.0,2
Christopher S Murphy,Kirsten Elizabeth Gillibrand,2.0,0.0,2
Christopher S Murphy,William M Cassidy,0.0,2.0,2
Christopher S Murphy,Gary Peters,0.0,2.0,2
Christopher S Murphy,Martin Trevor Heinrich,2.0,0.0,2
Christopher S Murphy,Cory Gardner,0.0,2.0,2
Christopher S Murphy,Todd Christopher Young,2.0,0.0,2
Christopher S Murphy,James Paul Lankford,0.0,2.0,2
Christopher S Murphy,Timothy E Scott,0.0,2.0,2
Christopher S Murphy,Kyrsten Sinema,0.0,2.0,2
Christopher S Murphy,Thomas Cotton,0.0,2.0,2
Christopher S Murphy,L Tammy Duckworth,0.0,2.0,2
Christopher S Murphy,Steven Daines,0.0,2.0,2
Christopher S Murphy,Kevin Cramer,0.0,2.0,2
Christopher S Murphy,Martha Mcsally,0.0,2.0,2
Christopher S Murphy,Jacky Rosen,0.0,2.0,2
Christopher S Murphy,John F Reed,0.0,2.0,2
Christopher S Murphy,Bernard Sanders,2.0,0.0,2
Christopher S Murphy,Michael Crapo,0.0,2.0,2
Christopher S Murphy,Robert Menendez,0.0,2.0,2
Christopher S Murphy,Rob Portman,0.0,2.0,2
Christopher S Murphy,Sherrod Brown,0.0,2.0,2
Christopher S Murphy,Roger F Wicker,0.0,2.0,2
Christopher S Murphy,Richard M Burr,0.0,2.0,2
Christopher S Murphy,Lindsey O Graham,0.0,2.0,2
Christopher S Murphy,Jerry Moran,0.0,2.0,2
Christopher S Murphy,Debbie Stabenow,0.0,2.0,2
Christopher S Murphy,Roy Blunt,0.0,2.0,2
Christopher S Murphy,John Thune,0.0,2.0,2
Christopher S Murphy,John Hardy Isakson,0.0,2.0,2
Christopher S Murphy,Tom Udall,0.0,2.0,2
Christopher S Murphy,Patrick Joseph Toomey,0.0,2.0,2
Christopher S Murphy,Tammy Baldwin,2.0,0.0,2
Christopher S Murphy,Maria Cantwell,0.0,2.0,2
Christopher S Murphy,Lisa Murkowski,0.0,2.0,2
Christopher S Murphy,Lamar Alexander,0.0,2.0,2
Christopher S Murphy,John Cornyn,0.0,2.0,2
Christopher S Murphy,Amy Klobuchar,0.0,2.0,2
Christopher S Murphy,Jon Tester,0.0,2.0,2
Christopher S Murphy,Robert P Jr Casey,0.0,2.0,2
Christopher S Murphy,Sheldon II Whitehouse,0.0,2.0,2
Christopher S Murphy,John A Barrasso,0.0,2.0,2
Christopher S Murphy,James E Risch,0.0,2.0,2
Christopher S Murphy,Jeanne Shaheen,0.0,2.0,2
Christopher S Murphy,Jeffrey Alan Merkley,2.0,0.0,2
Christopher S Murphy,Mark Robert Warner,0.0,2.0,2
Christopher S Murphy,Michael F Bennet,0.0,2.0,2
Christopher S Murphy,Joe Manchin III,0.0,2.0,2
Christopher S Murphy,Christopher A Coons,0.0,2.0,2
Christopher S Murphy,Richard Blumenthal,0.0,2.0,2
Christopher S Murphy,Marco Rubio,0.0,2.0,2
Christopher S Murphy,Rand Paul,0.0,2.0,2
Christopher S Murphy,John Hoeven,0.0,2.0,2
Christopher S Murphy,Mike Lee,0.0,2.0,2
Christopher S Murphy,Ronald Harold Johnson,0.0,2.0,2
Christopher S Murphy,Brian Schatz,0.0,2.0,2
Christopher S Murphy,Angus Stanley Jr King,2.0,0.0,2
Christopher S Murphy,Elizabeth Warren,2.0,0.0,2
Christopher S Murphy,Debra S Fischer,0.0,2.0,2
Christopher S Murphy,Rafael Edward Ted Cruz,0.0,2.0,2
Christopher S Murphy,Timothy Michael Kaine,2.0,0.0,2
Christopher S Murphy,Cory A Booker,2.0,0.0,2
Christopher S Murphy,Dan Sullivan,0.0,2.0,2
Christopher S Murphy,David Perdue,0.0,2.0,2
Christopher S Murphy,Joni K Ernst,0.0,2.0,2
Christopher S Murphy,Benjamin E Sasse,0.0,2.0,2
Christopher S Murphy,Thom R Tillis,0.0,2.0,2
Christopher S Murphy,Mike Rounds,0.0,2.0,2
Christopher S Murphy,Catherine Cortez Masto,1.0,1.0,2
Christopher S Murphy,Kamala D Harris,1.0,1.0,2
Christopher S Murphy,John Neely Kennedy,0.0,2.0,2
Christopher S Murphy,Doug Jones,0.0,2.0,2
Christopher S Murphy,Tina Flint Smith,0.0,2.0,2
Christopher S Murphy,Cindy Hyde Smith,0.0,2.0,2
Christopher S Murphy,Mike Braun,0.0,2.0,2
Christopher S Murphy,Joshua David Hawley,0.0,2.0,2
Christopher S Murphy,Mitt Willard Romney,0.0,2.0,2
Christopher S Murphy,Rick Scott,0.0,2.0,2
Christopher S Murphy,Kelly Loeffler,0.0,2.0,2
Christopher S Murphy,Mark Kelly,1.0,1.0,2
Christopher S Murphy,Dianne Feinstein,0.0,2.0,2
Christopher S Murphy,Patty Murray,1.0,1.0,2
Christopher S Murphy,Susan M Collins,0.0,2.0,2
Christopher S Murphy,Michael B Enzi,0.0,2.0,2
Christopher S Murphy,Richard C Shelby,0.0,2.0,2
Mazie Hirono,Kirsten Elizabeth Gillibrand,0.0,2.0,2
Mazie Hirono,William M Cassidy,0.0,2.0,2
Mazie Hirono,Gary Peters,0.0,2.0,2
Mazie Hirono,Martin Trevor Heinrich,0.0,2.0,2
Mazie Hirono,Cory Gardner,1.0,1.0,2
Mazie Hirono,Todd Christopher Young,0.0,2.0,2
Mazie Hirono,James Paul Lankford,2.0,0.0,2
Mazie Hirono,Timothy E Scott,2.0,0.0,2
Mazie Hirono,Kyrsten Sinema,2.0,0.0,2
Mazie Hirono,Thomas Cotton,2.0,0.0,2
Mazie Hirono,L Tammy Duckworth,1.0,1.0,2
Mazie Hirono,Steven Daines,0.0,2.0,2
Mazie Hirono,Kevin Cramer,1.0,1.0,2
Mazie Hirono,Martha Mcsally,0.0,2.0,2
Mazie Hirono,Jacky Rosen,0.0,2.0,2
Mazie Hirono,John F Reed,0.0,2.0,2
Mazie Hirono,Bernard Sanders,2.0,0.0,2
Mazie Hirono,Michael Crapo,2.0,0.0,2
Mazie Hirono,Robert Menendez,0.0,2.0,2
Mazie Hirono,Rob Portman,0.0,2.0,2
Mazie Hirono,Sherrod Brown,2.0,0.0,2
Mazie Hirono,Roger F Wicker,0.0,2.0,2
Mazie Hirono,Richard M Burr,0.0,2.0,2
Mazie Hirono,Lindsey O Graham,2.0,0.0,2
Mazie Hirono,Jerry Moran,0.0,2.0,2
Mazie Hirono,Debbie Stabenow,1.0,1.0,2
Mazie Hirono,Roy Blunt,0.0,2.0,2
Mazie Hirono,John Thune,0.0,2.0,2
Mazie Hirono,John Hardy Isakson,0.0,2.0,2
Mazie Hirono,Tom Udall,0.0,2.0,2
Mazie Hirono,Patrick Joseph Toomey,0.0,2.0,2
Mazie Hirono,Tammy Baldwin,2.0,0.0,2
Mazie Hirono,Maria Cantwell,2.0,0.0,2
Mazie Hirono,Lisa Murkowski,0.0,2.0,2
Mazie Hirono,Lamar Alexander,2.0,0.0,2
Mazie Hirono,John Cornyn,0.0,2.0,2
Mazie Hirono,Amy Klobuchar,1.0,1.0,2
Mazie Hirono,Jon Tester,0.0,2.0,2
Mazie Hirono,Robert P Jr Casey,0.0,2.0,2
Mazie Hirono,Sheldon II Whitehouse,0.0,2.0,2
Mazie Hirono,John A Barrasso,2.0,0.0,2
Mazie Hirono,James E Risch,0.0,2.0,2
Mazie Hirono,Jeanne Shaheen,2.0,0.0,2
Mazie Hirono,Jeffrey Alan Merkley,0.0,2.0,2
Mazie Hirono,Mark Robert Warner,2.0,0.0,2
Mazie Hirono,Michael F Bennet,0.0,2.0,2
Mazie Hirono,Joe Manchin III,2.0,0.0,2
Mazie Hirono,Christopher A Coons,1.0,1.0,2
Mazie Hirono,Richard Blumenthal,2.0,0.0,2
Mazie Hirono,Marco Rubio,0.0,2.0,2
Mazie Hirono,Rand Paul,0.0,2.0,2
Mazie Hirono,John Hoeven,0.0,2.0,2
Mazie Hirono,Mike Lee,0.0,2.0,2
Mazie Hirono,Ronald Harold Johnson,2.0,0.0,2
Mazie Hirono,Brian Schatz,0.0,2.0,2
Mazie Hirono,Angus Stanley Jr King,0.0,2.0,2
Mazie Hirono,Elizabeth Warren,2.0,0.0,2
Mazie Hirono,Debra S Fischer,2.0,0.0,2
Mazie Hirono,Rafael Edward Ted Cruz,2.0,0.0,2
Mazie Hirono,Timothy Michael Kaine,2.0,0.0,2
Mazie Hirono,Cory A Booker,2.0,0.0,2
Mazie Hirono,Dan Sullivan,1.0,1.0,2
Mazie Hirono,David Perdue,1.0,1.0,2
Mazie Hirono,Joni K Ernst,1.0,1.0,2
Mazie Hirono,Benjamin E Sasse,2.0,0.0,2
Mazie Hirono,Thom R Tillis,2.0,0.0,2
Mazie Hirono,Mike Rounds,0.0,2.0,2
Mazie Hirono,Catherine Cortez Masto,1.0,1.0,2
Mazie Hirono,Kamala D Harris,0.0,2.0,2
Mazie Hirono,John Neely Kennedy,0.0,2.0,2
Mazie Hirono,Doug Jones,0.0,2.0,2
Mazie Hirono,Tina Flint Smith,2.0,0.0,2
Mazie Hirono,Cindy Hyde Smith,0.0,2.0,2
Mazie Hirono,Mike Braun,0.0,2.0,2
Mazie Hirono,Joshua David Hawley,0.0,2.0,2
Mazie Hirono,Mitt Willard Romney,0.0,2.0,2
Mazie Hirono,Rick Scott,0.0,2.0,2
Mazie Hirono,Kelly Loeffler,2.0,0.0,2
Mazie Hirono,Mark Kelly,1.0,1.0,2
Mazie Hirono,Dianne Feinstein,1.0,1.0,2
Mazie Hirono,Patty Murray,1.0,1.0,2
Mazie Hirono,Susan M Collins,2.0,0.0,2
Mazie Hirono,Michael B Enzi,2.0,0.0,2
Mazie Hirono,Richard C Shelby,2.0,0.0,2
Kirsten Elizabeth Gillibrand,William M Cassidy,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Gary Peters,1.0,1.0,2
Kirsten Elizabeth Gillibrand,Martin Trevor Heinrich,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Cory Gardner,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Todd Christopher Young,0.0,2.0,2
Kirsten Elizabeth Gillibrand,James Paul Lankford,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Timothy E Scott,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Kyrsten Sinema,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Thomas Cotton,0.0,2.0,2
Kirsten Elizabeth Gillibrand,L Tammy Duckworth,1.0,1.0,2
Kirsten Elizabeth Gillibrand,Steven Daines,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Kevin Cramer,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Martha Mcsally,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Jacky Rosen,1.0,1.0,2
Kirsten Elizabeth Gillibrand,John F Reed,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Bernard Sanders,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Michael Crapo,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Robert Menendez,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Rob Portman,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Sherrod Brown,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Roger F Wicker,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Richard M Burr,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Lindsey O Graham,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Jerry Moran,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Debbie Stabenow,1.0,1.0,2
Kirsten Elizabeth Gillibrand,Roy Blunt,0.0,2.0,2
Kirsten Elizabeth Gillibrand,John Thune,0.0,2.0,2
Kirsten Elizabeth Gillibrand,John Hardy Isakson,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Tom Udall,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Patrick Joseph Toomey,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Tammy Baldwin,2.0,0.0,2
Kirsten Elizabeth Gillibrand,Maria Cantwell,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Lisa Murkowski,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Lamar Alexander,0.0,2.0,2
Kirsten Elizabeth Gillibrand,John Cornyn,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Amy Klobuchar,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Jon Tester,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Robert P Jr Casey,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Sheldon II Whitehouse,0.0,2.0,2
Kirsten Elizabeth Gillibrand,John A Barrasso,0.0,2.0,2
Kirsten Elizabeth Gillibrand,James E Risch,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Jeanne Shaheen,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Jeffrey Alan Merkley,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Mark Robert Warner,1.0,1.0,2
Kirsten Elizabeth Gillibrand,Michael F Bennet,1.0,1.0,2
Kirsten Elizabeth Gillibrand,Joe Manchin III,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Christopher A Coons,1.0,1.0,2
Kirsten Elizabeth Gillibrand,Richard Blumenthal,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Marco Rubio,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Rand Paul,0.0,2.0,2
Kirsten Elizabeth Gillibrand,John Hoeven,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Mike Lee,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Ronald Harold Johnson,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Brian Schatz,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Angus Stanley Jr King,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Elizabeth Warren,2.0,0.0,2
Kirsten Elizabeth Gillibrand,Debra S Fischer,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Rafael Edward Ted Cruz,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Timothy Michael Kaine,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Cory A Booker,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Dan Sullivan,0.0,2.0,2
Kirsten Elizabeth Gillibrand,David Perdue,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Joni K Ernst,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Benjamin E Sasse,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Thom R Tillis,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Mike Rounds,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Catherine Cortez Masto,1.0,1.0,2
Kirsten Elizabeth Gillibrand,Kamala D Harris,1.0,1.0,2
Kirsten Elizabeth Gillibrand,John Neely Kennedy,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Doug Jones,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Tina Flint Smith,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Cindy Hyde Smith,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Mike Braun,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Joshua David Hawley,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Mitt Willard Romney,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Rick Scott,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Kelly Loeffler,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Mark Kelly,1.0,1.0,2
Kirsten Elizabeth Gillibrand,Dianne Feinstein,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Patty Murray,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Susan M Collins,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Michael B Enzi,0.0,2.0,2
Kirsten Elizabeth Gillibrand,Richard C Shelby,0.0,2.0,2
William M Cassidy,Gary Peters,0.0,2.0,2
William M Cassidy,Martin Trevor Heinrich,2.0,0.0,2
William M Cassidy,Cory Gardner,2.0,0.0,2
William M Cassidy,Todd Christopher Young,2.0,0.0,2
William M Cassidy,James Paul Lankford,0.0,2.0,2
William M Cassidy,Timothy E Scott,1.0,1.0,2
William M Cassidy,Kyrsten Sinema,0.0,2.0,2
William M Cassidy,Thomas Cotton,2.0,0.0,2
William M Cassidy,L Tammy Duckworth,1.0,1.0,2
William M Cassidy,Steven Daines,2.0,0.0,2
William M Cassidy,Kevin Cramer,2.0,0.0,2
William M Cassidy,Martha Mcsally,2.0,0.0,2
William M Cassidy,Jacky Rosen,0.0,2.0,2
William M Cassidy,John F Reed,0.0,2.0,2
William M Cassidy,Bernard Sanders,0.0,2.0,2
William M Cassidy,Michael Crapo,2.0,0.0,2
William M Cassidy,Robert Menendez,2.0,0.0,2
William M Cassidy,Rob Portman,2.0,0.0,2
William M Cassidy,Sherrod Brown,0.0,2.0,2
William M Cassidy,Roger F Wicker,2.0,0.0,2
William M Cassidy,Richard M Burr,2.0,0.0,2
William M Cassidy,Lindsey O Graham,2.0,0.0,2
William M Cassidy,Jerry Moran,2.0,0.0,2
William M Cassidy,Debbie Stabenow,0.0,2.0,2
William M Cassidy,Roy Blunt,2.0,0.0,2
William M Cassidy,John Thune,1.0,1.0,2
William M Cassidy,John Hardy Isakson,2.0,0.0,2
William M Cassidy,Tom Udall,2.0,0.0,2
William M Cassidy,Patrick Joseph Toomey,1.0,1.0,2
William M Cassidy,Tammy Baldwin,2.0,0.0,2
William M Cassidy,Maria Cantwell,0.0,2.0,2
William M Cassidy,Lisa Murkowski,2.0,0.0,2
William M Cassidy,Lamar Alexander,1.0,1.0,2
William M Cassidy,John Cornyn,2.0,0.0,2
William M Cassidy,Amy Klobuchar,0.0,2.0,2
William M Cassidy,Jon Tester,0.0,2.0,2
William M Cassidy,Robert P Jr Casey,2.0,0.0,2
William M Cassidy,Sheldon II Whitehouse,2.0,0.0,2
William M Cassidy,John A Barrasso,0.0,2.0,2
William M Cassidy,James E Risch,2.0,0.0,2
William M Cassidy,Jeanne Shaheen,0.0,2.0,2
William M Cassidy,Jeffrey Alan Merkley,2.0,0.0,2
William M Cassidy,Mark Robert Warner,2.0,0.0,2
William M Cassidy,Michael F Bennet,2.0,0.0,2
William M Cassidy,Joe Manchin III,0.0,2.0,2
William M Cassidy,Christopher A Coons,2.0,0.0,2
William M Cassidy,Richard Blumenthal,2.0,0.0,2
William M Cassidy,Marco Rubio,1.0,1.0,2
William M Cassidy,Rand Paul,0.0,2.0,2
William M Cassidy,John Hoeven,2.0,0.0,2
William M Cassidy,Mike Lee,2.0,0.0,2
William M Cassidy,Ronald Harold Johnson,2.0,0.0,2
William M Cassidy,Brian Schatz,0.0,2.0,2
William M Cassidy,Angus Stanley Jr King,2.0,0.0,2
William M Cassidy,Elizabeth Warren,0.0,2.0,2
William M Cassidy,Debra S Fischer,2.0,0.0,2
William M Cassidy,Rafael Edward Ted Cruz,0.0,2.0,2
William M Cassidy,Timothy Michael Kaine,2.0,0.0,2
William M Cassidy,Cory A Booker,2.0,0.0,2
William M Cassidy,Dan Sullivan,2.0,0.0,2
William M Cassidy,David Perdue,2.0,0.0,2
William M Cassidy,Joni K Ernst,2.0,0.0,2
William M Cassidy,Benjamin E Sasse,0.0,2.0,2
William M Cassidy,Thom R Tillis,2.0,0.0,2
William M Cassidy,Mike Rounds,2.0,0.0,2
William M Cassidy,Catherine Cortez Masto,2.0,0.0,2
William M Cassidy,Kamala D Harris,0.0,2.0,2
William M Cassidy,John Neely Kennedy,0.0,2.0,2
William M Cassidy,Doug Jones,0.0,2.0,2
William M Cassidy,Tina Flint Smith,0.0,2.0,2
William M Cassidy,Cindy Hyde Smith,2.0,0.0,2
William M Cassidy,Mike Braun,2.0,0.0,2
William M Cassidy,Joshua David Hawley,0.0,2.0,2
William M Cassidy,Mitt Willard Romney,2.0,0.0,2
William M Cassidy,Rick Scott,2.0,0.0,2
William M Cassidy,Kelly Loeffler,2.0,0.0,2
William M Cassidy,Mark Kelly,0.0,2.0,2
William M Cassidy,Dianne Feinstein,0.0,2.0,2
William M Cassidy,Patty Murray,0.0,2.0,2
William M Cassidy,Susan M Collins,2.0,0.0,2
William M Cassidy,Michael B Enzi,2.0,0.0,2
William M Cassidy,Richard C Shelby,1.0,1.0,2
Gary Peters,Martin Trevor Heinrich,1.0,1.0,2
Gary Peters,Cory Gardner,0.0,2.0,2
Gary Peters,Todd Christopher Young,2.0,0.0,2
Gary Peters,James Paul Lankford,2.0,0.0,2
Gary Peters,Timothy E Scott,2.0,0.0,2
Gary Peters,Kyrsten Sinema,2.0,0.0,2
Gary Peters,Thomas Cotton,2.0,0.0,2
Gary Peters,L Tammy Duckworth,1.0,1.0,2
Gary Peters,Steven Daines,2.0,0.0,2
Gary Peters,Kevin Cramer,2.0,0.0,2
